score,content,length,Case_folded,Tokenized,Stemmed,No_Slang,No_Stop,Ready
Negatif,Mohon maaf saya kasih bintang 2 karena apa? yang pertama dashboard pencarian kadang muncul kadang tidak yang kedua storynya ya kadang muncul kadang tidak yang ketiga kadang tidak memuat kabar berita padahal koneksi udah stabil banget yang keempat video reels kayak tiktok yang tidak bisa di pause padahal lebih dari 2 menit ada pausenya,336,mohon maaf saya kasih bintang karena apa yang pertama dashboard pencarian kadang muncul kadang tidak yang kedua storynya ya kadang muncul kadang tidak yang ketiga kadang tidak memuat kabar berita padahal koneksi udah stabil banget yang keempat video reels kayak tiktok yang tidak bisa di pause padahal lebih dari menit ada pausenya,"['mohon', 'maaf', 'saya', 'kasih', 'bintang', 'karena', 'apa', 'yang', 'pertama', 'dashboard', 'pencarian', 'kadang', 'muncul', 'kadang', 'tidak', 'yang', 'kedua', 'storynya', 'ya', 'kadang', 'muncul', 'kadang', 'tidak', 'yang', 'ketiga', 'kadang', 'tidak', 'memuat', 'kabar', 'berita', 'padahal', 'koneksi', 'udah', 'stabil', 'banget', 'yang', 'keempat', 'video', 'reels', 'kayak', 'tiktok', 'yang', 'tidak', 'bisa', 'di', 'pause', 'padahal', 'lebih', 'dari', 'menit', 'ada', 'pausenya']","['mohon', 'maaf', 'saya', 'kasih', 'bintang', 'karena', 'apa', 'yang', 'pertama', 'dashboard', 'cari', 'kadang', 'muncul', 'kadang', 'tidak', 'yang', 'dua', 'storynya', 'iya', 'kadang', 'muncul', 'kadang', 'tidak', 'yang', 'tiga', 'kadang', 'tidak', 'muat', 'kabar', 'berita', 'padahal', 'koneksi', 'sudah', 'stabil', 'banget', 'yang', 'empat', 'video', 'reels', 'kayak', 'tiktok', 'yang', 'tidak', 'bisa', 'di', 'pause', 'padahal', 'lebih', 'dari', 'menit', 'ada', 'pause']","['mohon', 'maaf', 'saya', 'kasih', 'bintang', 'karena', 'apa', 'yang', 'pertama', 'dashboard', 'cari', 'kadang', 'muncul', 'kadang', 'tidak', 'yang', 'dua', 'storynya', 'iya', 'kadang', 'muncul', 'kadang', 'tidak', 'yang', 'tiga', 'kadang', 'tidak', 'muat', 'kabar', 'berita', 'padahal', 'koneksi', 'sudah', 'stabil', 'banget', 'yang', 'empat', 'video', 'reels', 'kayak', 'tiktok', 'yang', 'tidak', 'bisa', 'di', 'pause', 'padahal', 'lebih', 'dari', 'menit', 'ada', 'pause']","['mohon', 'maaf', 'kasih', 'bintang', 'dashboard', 'cari', 'kadang', 'muncul', 'kadang', 'storynya', 'iya', 'kadang', 'muncul', 'kadang', 'kadang', 'muat', 'kabar', 'berita', 'koneksi', 'stabil', 'banget', 'video', 'reels', 'kayak', 'tiktok', 'pause', 'menit', 'pause']",mohon maaf kasih bintang dashboard cari kadang muncul kadang storynya iya kadang muncul kadang kadang muat kabar berita koneksi stabil banget video reels kayak tiktok pause menit pause
Negatif,"Saran untuk instagram, tetap bisa posting foto banyak, tapi bukan lagsung berada di satu album, tapi ditempatkan berbeda-beda.",126,saran untuk instagram tetap bisa posting foto banyak tapi bukan lagsung berada di satu album tapi ditempatkan berbeda beda,"['saran', 'untuk', 'instagram', 'tetap', 'bisa', 'posting', 'foto', 'banyak', 'tapi', 'bukan', 'lagsung', 'berada', 'di', 'satu', 'album', 'tapi', 'ditempatkan', 'berbeda', 'beda']","['saran', 'untuk', 'instagram', 'tetap', 'bisa', 'posting', 'foto', 'banyak', 'tapi', 'bukan', 'lagsung', 'ada', 'di', 'satu', 'album', 'tapi', 'tempat', 'beda', 'beda']","['saran', 'untuk', 'instagram', 'tetap', 'bisa', 'posting', 'foto', 'banyak', 'tapi', 'bukan', 'lagsung', 'ada', 'di', 'satu', 'album', 'tapi', 'tempat', 'beda', 'beda']","['saran', 'instagram', 'posting', 'foto', 'lagsung', 'album', 'beda', 'beda']",saran instagram posting foto lagsung album beda beda
Negatif,"Kenapa pas udah saya update ke versi ini. Malah ga bisa apke filter nya? Padahal kuota internet ada, jaringan stabil banget. Kenapaaaaa???",138,kenapa pas udah saya update ke versi ini malah ga bisa apke filter nya padahal kuota internet ada jaringan stabil banget kenapaaaaa,"['kenapa', 'pas', 'udah', 'saya', 'update', 'ke', 'versi', 'ini', 'malah', 'ga', 'bisa', 'apke', 'filter', 'nya', 'padahal', 'kuota', 'internet', 'ada', 'jaringan', 'stabil', 'banget', 'kenapaaaaa']","['kenapa', 'pas', 'sudah', 'saya', 'update', 'ke', 'versi', 'ini', 'bahkan', 'ga', 'bisa', 'apke', 'filter', 'nya', 'padahal', 'kuota', 'internet', 'ada', 'jaring', 'stabil', 'banget', 'kenapaaaaa']","['kenapa', 'pas', 'sudah', 'saya', 'update', 'ke', 'versi', 'ini', 'bahkan', 'ga', 'bisa', 'apke', 'filter', 'nya', 'padahal', 'kuota', 'internet', 'ada', 'jaring', 'stabil', 'banget', 'kenapaaaaa']","['pas', 'update', 'versi', 'ga', 'apke', 'filter', 'nya', 'kuota', 'internet', 'jaring', 'stabil', 'banget', 'kenapaaaaa']",pas update versi ga apke filter nya kuota internet jaring stabil banget kenapaaaaa
Negatif,kan aku habis ftooo yaaa. dan aku itu mau aplut di wa. dan mau ganti PP jugaa tapi kok ftonya yang dari Instagram kok ga muncul ya? ini apa emang hp saya apa gimana ? padahal kalo d lihat d galeri adaaa . cuma pas mau ganti PP ftonya kek ga kesimpen gitu d galeri. padahal juga udah d update,291,kan aku habis ftooo yaaa dan aku itu mau aplut di wa dan mau ganti pp jugaa tapi kok ftonya yang dari instagram kok ga muncul ya ini apa emang hp saya apa gimana padahal kalo d lihat d galeri adaaa cuma pas mau ganti pp ftonya kek ga kesimpen gitu d galeri padahal juga udah d update,"['kan', 'aku', 'habis', 'ftooo', 'yaaa', 'dan', 'aku', 'itu', 'mau', 'aplut', 'di', 'wa', 'dan', 'mau', 'ganti', 'pp', 'jugaa', 'tapi', 'kok', 'ftonya', 'yang', 'dari', 'instagram', 'kok', 'ga', 'muncul', 'ya', 'ini', 'apa', 'emang', 'hp', 'saya', 'apa', 'gimana', 'padahal', 'kalo', 'd', 'lihat', 'd', 'galeri', 'adaaa', 'cuma', 'pas', 'mau', 'ganti', 'pp', 'ftonya', 'kek', 'ga', 'kesimpen', 'gitu', 'd', 'galeri', 'padahal', 'juga', 'udah', 'd', 'update']","['kan', 'aku', 'habis', 'ftooo', 'yaaa', 'dan', 'aku', 'itu', 'mau', 'aplut', 'di', 'wa', 'dan', 'mau', 'ganti', 'pulang pergi', 'jugaa', 'tapi', 'kok', 'ftonya', 'yang', 'dari', 'instagram', 'kok', 'ga', 'muncul', 'iya', 'ini', 'apa', 'emang', 'hp', 'saya', 'apa', 'bagaimana', 'padahal', 'kalau', 'di', 'lihat', 'di', 'galeri', 'adaaa', 'cuma', 'pas', 'mau', 'ganti', 'pulang pergi', 'ftonya', 'seperti', 'ga', 'kesimpen', 'gitu', 'di', 'galeri', 'padahal', 'juga', 'sudah', 'di', 'update']","['kan', 'aku', 'habis', 'ftooo', 'yaaa', 'dan', 'aku', 'itu', 'mau', 'aplut', 'di', 'wa', 'dan', 'mau', 'ganti', 'pulang pergi', 'jugaa', 'tapi', 'kok', 'ftonya', 'yang', 'dari', 'instagram', 'kok', 'ga', 'muncul', 'iya', 'ini', 'apa', 'emang', 'hp', 'saya', 'apa', 'bagaimana', 'padahal', 'kalau', 'di', 'lihat', 'di', 'galeri', 'adaaa', 'cuma', 'pas', 'mau', 'ganti', 'pulang pergi', 'ftonya', 'seperti', 'ga', 'kesimpen', 'gitu', 'di', 'galeri', 'padahal', 'juga', 'sudah', 'di', 'update']","['habis', 'ftooo', 'yaaa', 'aplut', 'wa', 'ganti', 'pulang pergi', 'jugaa', 'ftonya', 'instagram', 'ga', 'muncul', 'iya', 'emang', 'hp', 'lihat', 'galeri', 'adaaa', 'pas', 'ganti', 'pulang pergi', 'ftonya', 'ga', 'kesimpen', 'gitu', 'galeri', 'update']",habis ftooo yaaa aplut wa ganti pulang pergi jugaa ftonya instagram ga muncul iya emang hp lihat galeri adaaa pas ganti pulang pergi ftonya ga kesimpen gitu galeri update
Negatif,"Kenapa setiap mau siaran langsung tidak bisa(eror) malah keluar sendiri padal penyimpanan masih banyak jaringan juga lancar,tolong yang tau masalah ini bantu saya menyelesaikannya 🙏",181,kenapa setiap mau siaran langsung tidak bisa eror malah keluar sendiri padal penyimpanan masih banyak jaringan juga lancar tolong yang tau masalah ini bantu saya menyelesaikannya,"['kenapa', 'setiap', 'mau', 'siaran', 'langsung', 'tidak', 'bisa', 'eror', 'malah', 'keluar', 'sendiri', 'padal', 'penyimpanan', 'masih', 'banyak', 'jaringan', 'juga', 'lancar', 'tolong', 'yang', 'tau', 'masalah', 'ini', 'bantu', 'saya', 'menyelesaikannya']","['kenapa', 'tiap', 'mau', 'siar', 'langsung', 'tidak', 'bisa', 'eror', 'bahkan', 'keluar', 'sendiri', 'padal', 'simpan', 'masih', 'banyak', 'jaring', 'juga', 'lancar', 'tolong', 'yang', 'tahu', 'masalah', 'ini', 'bantu', 'saya', 'selesai']","['kenapa', 'tiap', 'mau', 'siar', 'langsung', 'tidak', 'bisa', 'eror', 'bahkan', 'keluar', 'sendiri', 'padal', 'simpan', 'masih', 'banyak', 'jaring', 'juga', 'lancar', 'tolong', 'yang', 'tahu', 'masalah', 'ini', 'bantu', 'saya', 'selesai']","['siar', 'langsung', 'eror', 'padal', 'simpan', 'jaring', 'lancar', 'tolong', 'bantu', 'selesai']",siar langsung eror padal simpan jaring lancar tolong bantu selesai
Negatif,"Kok saya mau menambah sorotan atau mau lihat arsip jadi gak bisa, loading terus, padahal jaringan saya bagus euy, dari kemaren mau bikin sorotan jadi gak bisa, tolong untuk di perbaiki, sekian terima kasih",205,kok saya mau menambah sorotan atau mau lihat arsip jadi gak bisa loading terus padahal jaringan saya bagus euy dari kemaren mau bikin sorotan jadi gak bisa tolong untuk di perbaiki sekian terima kasih,"['kok', 'saya', 'mau', 'menambah', 'sorotan', 'atau', 'mau', 'lihat', 'arsip', 'jadi', 'gak', 'bisa', 'loading', 'terus', 'padahal', 'jaringan', 'saya', 'bagus', 'euy', 'dari', 'kemaren', 'mau', 'bikin', 'sorotan', 'jadi', 'gak', 'bisa', 'tolong', 'untuk', 'di', 'perbaiki', 'sekian', 'terima', 'kasih']","['kok', 'saya', 'mau', 'tambah', 'sorot', 'atau', 'mau', 'lihat', 'arsip', 'jadi', 'gak', 'bisa', 'loading', 'terus', 'padahal', 'jaring', 'saya', 'bagus', 'euy', 'dari', 'kemarin', 'mau', 'bikin', 'sorot', 'jadi', 'gak', 'bisa', 'tolong', 'untuk', 'di', 'baik', 'sekian', 'terima', 'kasih']","['kok', 'saya', 'mau', 'tambah', 'sorot', 'atau', 'mau', 'lihat', 'arsip', 'jadi', 'gak', 'bisa', 'loading', 'terus', 'padahal', 'jaring', 'saya', 'bagus', 'euy', 'dari', 'kemarin', 'mau', 'bikin', 'sorot', 'jadi', 'gak', 'bisa', 'tolong', 'untuk', 'di', 'baik', 'sekian', 'terima', 'kasih']","['sorot', 'lihat', 'arsip', 'gak', 'loading', 'jaring', 'bagus', 'euy', 'kemarin', 'bikin', 'sorot', 'gak', 'tolong', 'sekian', 'terima', 'kasih']",sorot lihat arsip gak loading jaring bagus euy kemarin bikin sorot gak tolong sekian terima kasih
Negatif,Segera cepat ditanggapi iya oleh instagram . Entah kenapa setelah diupdate malah ketika saya mau ganti foto profil instagram saya malah tidak bisa . Contohnya tidak dapat memuat gambar . Dan masih banyak lagi permasalahan setelah diupdate . Tolong segera diperbaiki,265,segera cepat ditanggapi iya oleh instagram entah kenapa setelah diupdate malah ketika saya mau ganti foto profil instagram saya malah tidak bisa contohnya tidak dapat memuat gambar dan masih banyak lagi permasalahan setelah diupdate tolong segera diperbaiki,"['segera', 'cepat', 'ditanggapi', 'iya', 'oleh', 'instagram', 'entah', 'kenapa', 'setelah', 'diupdate', 'malah', 'ketika', 'saya', 'mau', 'ganti', 'foto', 'profil', 'instagram', 'saya', 'malah', 'tidak', 'bisa', 'contohnya', 'tidak', 'dapat', 'memuat', 'gambar', 'dan', 'masih', 'banyak', 'lagi', 'permasalahan', 'setelah', 'diupdate', 'tolong', 'segera', 'diperbaiki']","['segera', 'cepat', 'tanggap', 'iya', 'oleh', 'instagram', 'entah', 'kenapa', 'telah', 'diupdate', 'bahkan', 'ketika', 'saya', 'mau', 'ganti', 'foto', 'profil', 'instagram', 'saya', 'bahkan', 'tidak', 'bisa', 'contoh', 'tidak', 'dapat', 'muat', 'gambar', 'dan', 'masih', 'banyak', 'lagi', 'masalah', 'telah', 'diupdate', 'tolong', 'segera', 'baik']","['segera', 'cepat', 'tanggap', 'iya', 'oleh', 'instagram', 'entah', 'kenapa', 'telah', 'diupdate', 'bahkan', 'ketika', 'saya', 'mau', 'ganti', 'foto', 'profil', 'instagram', 'saya', 'bahkan', 'tidak', 'bisa', 'contoh', 'tidak', 'dapat', 'muat', 'gambar', 'dan', 'masih', 'banyak', 'lagi', 'masalah', 'telah', 'diupdate', 'tolong', 'segera', 'baik']","['cepat', 'tanggap', 'iya', 'instagram', 'diupdate', 'ganti', 'foto', 'profil', 'instagram', 'contoh', 'muat', 'gambar', 'diupdate', 'tolong']",cepat tanggap iya instagram diupdate ganti foto profil instagram contoh muat gambar diupdate tolong
Negatif,"Kalau updatenya blum sempurna tolong donk jangan di kasih opsi update, karena saya gak bisa post foto, alasannya foto gak bisa dimuat,, kan aneh..",146,kalau updatenya blum sempurna tolong donk jangan di kasih opsi update karena saya gak bisa post foto alasannya foto gak bisa dimuat kan aneh,"['kalau', 'updatenya', 'blum', 'sempurna', 'tolong', 'donk', 'jangan', 'di', 'kasih', 'opsi', 'update', 'karena', 'saya', 'gak', 'bisa', 'post', 'foto', 'alasannya', 'foto', 'gak', 'bisa', 'dimuat', 'kan', 'aneh']","['kalau', 'updatenya', 'belum', 'sempurna', 'tolong', 'donk', 'jangan', 'di', 'kasih', 'opsi', 'update', 'karena', 'saya', 'gak', 'bisa', 'post', 'foto', 'alas', 'foto', 'gak', 'bisa', 'muat', 'kan', 'aneh']","['kalau', 'updatenya', 'belum', 'sempurna', 'tolong', 'donk', 'jangan', 'di', 'kasih', 'opsi', 'update', 'karena', 'saya', 'gak', 'bisa', 'post', 'foto', 'alas', 'foto', 'gak', 'bisa', 'muat', 'kan', 'aneh']","['updatenya', 'sempurna', 'tolong', 'donk', 'kasih', 'opsi', 'update', 'gak', 'post', 'foto', 'alas', 'foto', 'gak', 'muat', 'aneh']",updatenya sempurna tolong donk kasih opsi update gak post foto alas foto gak muat aneh
Negatif,"Setelah update, perlunya liat insight saja, tapi pas mau liat rekap 1 bulan, loading dan hilang. Balik ke home screen handphone.",128,setelah update perlunya liat insight saja tapi pas mau liat rekap bulan loading dan hilang balik ke home screen handphone,"['setelah', 'update', 'perlunya', 'liat', 'insight', 'saja', 'tapi', 'pas', 'mau', 'liat', 'rekap', 'bulan', 'loading', 'dan', 'hilang', 'balik', 'ke', 'home', 'screen', 'handphone']","['telah', 'update', 'perlu', 'lihat', 'insight', 'saja', 'tapi', 'pas', 'mau', 'lihat', 'rekap', 'bulan', 'loading', 'dan', 'hilang', 'balik', 'ke', 'home', 'screen', 'handphone']","['telah', 'update', 'perlu', 'lihat', 'insight', 'saja', 'tapi', 'pas', 'mau', 'lihat', 'rekap', 'bulan', 'loading', 'dan', 'hilang', 'balik', 'ke', 'home', 'screen', 'handphone']","['update', 'lihat', 'insight', 'pas', 'lihat', 'rekap', 'loading', 'hilang', 'home', 'screen', 'handphone']",update lihat insight pas lihat rekap loading hilang home screen handphone
Negatif,"Update memuat banyak bug, terbitkan versi terbaru segera, karena follower sudah di unfoll tampilan tidak berkurang, menampilkan layar blank hitam dibagian bawah story, loading time lama.",186,update memuat banyak bug terbitkan versi terbaru segera karena follower sudah di unfoll tampilan tidak berkurang menampilkan layar blank hitam dibagian bawah story loading time lama,"['update', 'memuat', 'banyak', 'bug', 'terbitkan', 'versi', 'terbaru', 'segera', 'karena', 'follower', 'sudah', 'di', 'unfoll', 'tampilan', 'tidak', 'berkurang', 'menampilkan', 'layar', 'blank', 'hitam', 'dibagian', 'bawah', 'story', 'loading', 'time', 'lama']","['update', 'muat', 'banyak', 'bug', 'terbit', 'versi', 'baru', 'segera', 'karena', 'follower', 'sudah', 'di', 'unfoll', 'tampil', 'tidak', 'kurang', 'tampil', 'layar', 'blank', 'hitam', 'bagi', 'bawah', 'story', 'loading', 'time', 'lama']","['update', 'muat', 'banyak', 'bug', 'terbit', 'versi', 'baru', 'segera', 'karena', 'follower', 'sudah', 'di', 'unfoll', 'tampil', 'tidak', 'kurang', 'tampil', 'layar', 'blank', 'hitam', 'bagi', 'bawah', 'story', 'loading', 'time', 'lama']","['update', 'muat', 'bug', 'terbit', 'versi', 'follower', 'unfoll', 'tampil', 'tampil', 'layar', 'blank', 'hitam', 'story', 'loading', 'time']",update muat bug terbit versi follower unfoll tampil tampil layar blank hitam story loading time
Negatif,Setelah di update audio nya ga bs dicari yg dimau. Cuma yg disediain sm ig doang. Adapun yg udh disimpen cm bs dpake reels. Buat feed maupun story ga bisa.. 😪,158,setelah di update audio nya ga bs dicari yg dimau cuma yg disediain sm ig doang adapun yg udh disimpen cm bs dpake reels buat feed maupun story ga bisa,"['setelah', 'di', 'update', 'audio', 'nya', 'ga', 'bs', 'dicari', 'yg', 'dimau', 'cuma', 'yg', 'disediain', 'sm', 'ig', 'doang', 'adapun', 'yg', 'udh', 'disimpen', 'cm', 'bs', 'dpake', 'reels', 'buat', 'feed', 'maupun', 'story', 'ga', 'bisa']","['telah', 'di', 'update', 'audio', 'nya', 'ga', 'bisa', 'cari', 'yang', 'mau', 'cuma', 'yang', 'ain', 'sm', 'ig', 'doang', 'adapun', 'yang', 'udh', 'disimpen', 'cm', 'bisa', 'dpake', 'reels', 'buat', 'feed', 'maupun', 'story', 'ga', 'bisa']","['telah', 'di', 'update', 'audio', 'nya', 'ga', 'bisa', 'cari', 'yang', 'mau', 'cuma', 'yang', 'ain', 'sm', 'ig', 'doang', 'adapun', 'yang', 'udh', 'disimpen', 'cm', 'bisa', 'dpake', 'reels', 'buat', 'feed', 'maupun', 'story', 'ga', 'bisa']","['update', 'audio', 'nya', 'ga', 'cari', 'ain', 'sm', 'ig', 'doang', 'udh', 'disimpen', 'cm', 'dpake', 'reels', 'feed', 'story', 'ga']",update audio nya ga cari ain sm ig doang udh disimpen cm dpake reels feed story ga
Negatif,"Kenapa pas saya mau pembaruan selalu gagal? Pas mendownloadnya bisa tapi pas menginstal nya gagal, ada apa sih ini, udah berulang ulang kali saya mencobanya tetap saja gagal,tolong perbaikannya jika terus terusan begini saya susah untuk menggunakannya, dan saya harap pengertiannya,semoga secepatnya di perbaiki, Terimakasih",324,kenapa pas saya mau pembaruan selalu gagal pas mendownloadnya bisa tapi pas menginstal nya gagal ada apa sih ini udah berulang ulang kali saya mencobanya tetap saja gagal tolong perbaikannya jika terus terusan begini saya susah untuk menggunakannya dan saya harap pengertiannya semoga secepatnya di perbaiki terimakasih,"['kenapa', 'pas', 'saya', 'mau', 'pembaruan', 'selalu', 'gagal', 'pas', 'mendownloadnya', 'bisa', 'tapi', 'pas', 'menginstal', 'nya', 'gagal', 'ada', 'apa', 'sih', 'ini', 'udah', 'berulang', 'ulang', 'kali', 'saya', 'mencobanya', 'tetap', 'saja', 'gagal', 'tolong', 'perbaikannya', 'jika', 'terus', 'terusan', 'begini', 'saya', 'susah', 'untuk', 'menggunakannya', 'dan', 'saya', 'harap', 'pengertiannya', 'semoga', 'secepatnya', 'di', 'perbaiki', 'terimakasih']","['kenapa', 'pas', 'saya', 'mau', 'baru', 'selalu', 'gagal', 'pas', 'mendownloadnya', 'bisa', 'tapi', 'pas', 'menginstal', 'nya', 'gagal', 'ada', 'apa', 'sih', 'ini', 'sudah', 'ulang', 'ulang', 'kali', 'saya', 'coba', 'tetap', 'saja', 'gagal', 'tolong', 'baik', 'jika', 'terus', 'terus', 'begini', 'saya', 'susah', 'untuk', 'guna', 'dan', 'saya', 'harap', 'erti', 'moga', 'cepat', 'di', 'baik', 'terimakasih']","['kenapa', 'pas', 'saya', 'mau', 'baru', 'selalu', 'gagal', 'pas', 'mendownloadnya', 'bisa', 'tapi', 'pas', 'menginstal', 'nya', 'gagal', 'ada', 'apa', 'sih', 'ini', 'sudah', 'ulang', 'ulang', 'kali', 'saya', 'coba', 'tetap', 'saja', 'gagal', 'tolong', 'baik', 'jika', 'terus', 'terus', 'begini', 'saya', 'susah', 'untuk', 'guna', 'dan', 'saya', 'harap', 'erti', 'moga', 'cepat', 'di', 'baik', 'terimakasih']","['pas', 'gagal', 'pas', 'mendownloadnya', 'pas', 'menginstal', 'nya', 'gagal', 'sih', 'ulang', 'ulang', 'kali', 'coba', 'gagal', 'tolong', 'susah', 'harap', 'erti', 'moga', 'cepat', 'terimakasih']",pas gagal pas mendownloadnya pas menginstal nya gagal sih ulang ulang kali coba gagal tolong susah harap erti moga cepat terimakasih
Negatif,"Instagram sekarang beda dengan dulu,aku mau kirim video idola di reels selalu gagal mau update,tolong diperbaiki ya min... terimakasih....aku kasih bintang satu dulu kalo sudah diperbaiki aku akan kasih bintang 5..parah sekarang Instagram masa aku nggak bisa kirim video reels idola aku artis Indonesia atau Korea tolong diperbaiki lagi...aku tetap kasih bintang 1 dulu ya kalo sudah.",384,instagram sekarang beda dengan dulu aku mau kirim video idola di reels selalu gagal mau update tolong diperbaiki ya min terimakasih aku kasih bintang satu dulu kalo sudah diperbaiki aku akan kasih bintang parah sekarang instagram masa aku nggak bisa kirim video reels idola aku artis indonesia atau korea tolong diperbaiki lagi aku tetap kasih bintang dulu ya kalo sudah,"['instagram', 'sekarang', 'beda', 'dengan', 'dulu', 'aku', 'mau', 'kirim', 'video', 'idola', 'di', 'reels', 'selalu', 'gagal', 'mau', 'update', 'tolong', 'diperbaiki', 'ya', 'min', 'terimakasih', 'aku', 'kasih', 'bintang', 'satu', 'dulu', 'kalo', 'sudah', 'diperbaiki', 'aku', 'akan', 'kasih', 'bintang', 'parah', 'sekarang', 'instagram', 'masa', 'aku', 'nggak', 'bisa', 'kirim', 'video', 'reels', 'idola', 'aku', 'artis', 'indonesia', 'atau', 'korea', 'tolong', 'diperbaiki', 'lagi', 'aku', 'tetap', 'kasih', 'bintang', 'dulu', 'ya', 'kalo', 'sudah']","['instagram', 'sekarang', 'beda', 'dengan', 'dulu', 'aku', 'mau', 'kirim', 'video', 'idola', 'di', 'reels', 'selalu', 'gagal', 'mau', 'update', 'tolong', 'baik', 'iya', 'min', 'terimakasih', 'aku', 'kasih', 'bintang', 'satu', 'dulu', 'kalau', 'sudah', 'baik', 'aku', 'akan', 'kasih', 'bintang', 'parah', 'sekarang', 'instagram', 'masa', 'aku', 'tidak', 'bisa', 'kirim', 'video', 'reels', 'idola', 'aku', 'artis', 'indonesia', 'atau', 'korea', 'tolong', 'baik', 'lagi', 'aku', 'tetap', 'kasih', 'bintang', 'dulu', 'iya', 'kalau', 'sudah']","['instagram', 'sekarang', 'beda', 'dengan', 'dulu', 'aku', 'mau', 'kirim', 'video', 'idola', 'di', 'reels', 'selalu', 'gagal', 'mau', 'update', 'tolong', 'baik', 'iya', 'min', 'terimakasih', 'aku', 'kasih', 'bintang', 'satu', 'dulu', 'kalau', 'sudah', 'baik', 'aku', 'akan', 'kasih', 'bintang', 'parah', 'sekarang', 'instagram', 'masa', 'aku', 'tidak', 'bisa', 'kirim', 'video', 'reels', 'idola', 'aku', 'artis', 'indonesia', 'atau', 'korea', 'tolong', 'baik', 'lagi', 'aku', 'tetap', 'kasih', 'bintang', 'dulu', 'iya', 'kalau', 'sudah']","['instagram', 'beda', 'kirim', 'video', 'idola', 'reels', 'gagal', 'update', 'tolong', 'iya', 'min', 'terimakasih', 'kasih', 'bintang', 'kasih', 'bintang', 'parah', 'instagram', 'kirim', 'video', 'reels', 'idola', 'artis', 'indonesia', 'korea', 'tolong', 'kasih', 'bintang', 'iya']",instagram beda kirim video idola reels gagal update tolong iya min terimakasih kasih bintang kasih bintang parah instagram kirim video reels idola artis indonesia korea tolong kasih bintang iya
Negatif,"Please perbaiki lagi, gak usah ada drama harap tunggu beberapa menit lagi kalo mau login. Dipersulit terus dari tadi malam sampe pagi gini masa gabisa login. Suruh tunggu terus aneh,",182,please perbaiki lagi gak usah ada drama harap tunggu beberapa menit lagi kalo mau login dipersulit terus dari tadi malam sampe pagi gini masa gabisa login suruh tunggu terus aneh,"['please', 'perbaiki', 'lagi', 'gak', 'usah', 'ada', 'drama', 'harap', 'tunggu', 'beberapa', 'menit', 'lagi', 'kalo', 'mau', 'login', 'dipersulit', 'terus', 'dari', 'tadi', 'malam', 'sampe', 'pagi', 'gini', 'masa', 'gabisa', 'login', 'suruh', 'tunggu', 'terus', 'aneh']","['please', 'baik', 'lagi', 'gak', 'perlu', 'ada', 'drama', 'harap', 'tunggu', 'beberapa', 'menit', 'lagi', 'kalau', 'mau', 'login', 'sulit', 'terus', 'dari', 'tadi', 'malam', 'sampai', 'pagi', 'gin', 'masa', 'gabisa', 'login', 'suruh', 'tunggu', 'terus', 'aneh']","['please', 'baik', 'lagi', 'gak', 'perlu', 'ada', 'drama', 'harap', 'tunggu', 'beberapa', 'menit', 'lagi', 'kalau', 'mau', 'login', 'sulit', 'terus', 'dari', 'tadi', 'malam', 'sampai', 'pagi', 'gin', 'masa', 'gabisa', 'login', 'suruh', 'tunggu', 'terus', 'aneh']","['please', 'gak', 'drama', 'harap', 'tunggu', 'menit', 'login', 'sulit', 'malam', 'pagi', 'gin', 'gabisa', 'login', 'suruh', 'tunggu', 'aneh']",please gak drama harap tunggu menit login sulit malam pagi gin gabisa login suruh tunggu aneh
