,score,content,clean_teks
148,0,"Ig error, ya?? Masa saya mau switch acc ga bisa, tulisannya ""masih meng-upload"" sesuatu, padahal saya sudah selesai update dalam jangka waktu yang lama, tetapi tetap tidak bisa. Tolong ini kenapa, ya?? Saya sangat tidak nyaman. Udah satu jam lebih dan tetep aja ga bisa switch akun, yang bener aja??? ah ditambah lagi, akun ga bisa diprivat, link yang ada di bio ig ga bisa dihapus pula, aneh bngtt. banyak bngt bugnya? 😅",ig error ya switch acc tulis mengupload selesai update jangka tolong ya nyaman jam switch akun bener ah tambah akun privat taut bio ig hapus aneh bngtt bngt bugnya
149,0,"Ini kenapa yah Instagram sekarang sering banget ga bisa masuk, pasti selalu terjadi masalah dan tunggu beberapa saat, padahal jaringan bagus, udah di uninstall tetep ajj hasilnya",yah instagram banget masuk tunggu jaring bagus uninstall ajj hasil
150,0,"Ngebug setelah di upgrade filter gabisa digunain,lelett ini kenapa tolong dong diperbaikiiin😑😑😑 Yg tadinya aku kasi bintang 4 jadi turun ke 1 gasuka.jadi nyesel upgrade",ngebug upgrade filter digunainlelett tolong diperbaikiiin kasih bintang turun gasukajadi sesal upgrade
151,0,"Jadi banyak bug nya, sy pake filter malah macet. Sudah sy coba ulang berkali kali tetap tidak bisa. Tolong diperbaiki ini",bug nya pakai filter macet coba ulang kali kali tolong baik
152,0,Ini kenapa ya intagram dari 2 minggu yang lalu tidak bisa d instal terus.. padahal download udah berhasil 100% tapi selalu gagal .. sampe saya reset ulang hp masih saja sama aneh sekali,ya intagram minggu d instal download hasil gagal reset ulang hp aneh
153,0,"Tolong di perbaikin lagi instgram setiap saya menambah kan teman pasti ada pembritahuan terus kata"" jangan terlalu banyak teman di instagram saya tolong di perbaikin lagi maaf saya g ngasih bintang dulu kerena aplikasi apek dan setiap lagi buka ig tiba"" ada pemberitahuan tanda masa tenggang tiba loging lagi atau kembali seperti semula setiap saya bukan akun ig nya",tolong perbaikin instgram tambah teman pembritahuan teman instagram tolong perbaikin maaf bintang rena aplikasi apek buka ig pemberitahuan tanda tenggang loging akun ig nya
154,0,"update lagi woy banyak bug! buka ig cuma loading doang!, stuck/bug!. saran juga update live streamingnya biar bisa live stream game dan kreator bisa digift pasti bakal rame untuk kreator update live stream juga lah",update woy bug buka ig loading stuckbug saran update live streamingnya biar live stream game kreator digift ramai kreator update live stream
155,0,"Dengarin baik baik ini teruntuk Instagram 1.Banyak bug dan tidak bisa di update padahal penyimpanan internal tidak ada masalah 2.Iklan sering muncul di story maupun di postingan 3.Banyak muncul postingan dari orang yang tidak kami ikuti,emang sih Instagram menyediakan fitur melihat postingan yang kami ikuti ataupun random. Tapi fitur ini sangat menggangu sekali 4.Kami pengguna setia Instagram ingin kembali ke beberapa tahun belakang, dimana tidak banyak fitur yang seperti sekarang ini",dengarin untuk instagram bug update simpan internal iklan muncul story postingan muncul postingan orang ikutiemang sih instagram sedia fitur postingan ikut random fitur menggangu guna setia instagram mana fitur
156,0,Kenapa ya habis update malah macet²terus mau foto juga efeknya gak bisa dipakek!pdhal dataku baik² aja.tolong dong diperbaiki lagi!gimana sih di-update malah jdi aneh bknnya tambah bagus.,ya habis update macet terus foto efek dipakekpdhal data baik ajatolong baik lagigimana sih diupdate aneh bknnya bagus
157,0,"Mohon pihak Instagram melakukan kemajuan pada aplikasi Instagram, seperti bug, dan juga jumlah followers/following yang sering eror, akhir-akhir ini Instagram sering sekali bermasalah, padahal sudah saya Upgrade 🙏🙏.",mohon instagram maju aplikasi instagram bug followersfollowing eror akhirakhir instagram masalah upgrade
158,0,interaksinya gk bisa muat efek terus anehhanget filter filter yg dulu keluar lagi entah kenapa tolong ya di perbaiki baik baik aj si tapi meresahkan,interaksi muat efek anehhanget filter filter tolong ya baik si resah
159,0,Kecewa sama instagram multi capturenya kenapa harus dihilangkan padahal berfungsi banget. Terus ini pas save story music kenapa lagunya tidak ada.,kecewa instagram multi capturenya hilang fungsi banget pas save story musik lagu
160,0,"Plis lah saran postingan nya klo bisa yang sering kita lihat jangan yang jarang kita lihat,pdahal dah ku pencet tidak tertarik ttp aja postingan kek gitu muncul mulu.dan sekarang malah ada bug tiba² beranda isi postingan ny jdi pemandangan semua.",mohon saran postingan nya lihat jarang lihatpdahal ku pencet tarik ttp postingan muncul muludan bug tiba beranda isi postingan ny pandang
161,0,Tolong kok instagram gk bisa bikin video sih tolong di perbaiki masa sy pas buka instagram langsung banyak bug sih tolong ya ini di perbaiki lebih lanjut lagi tapi kalau kni mah masih bagus tapi kok kalau pasang audio jadi nyala sendiri sih pas video udah selesai audio masih nyala gimana sih ini tolong segera di perbaiki sy mau instagram yang kayak dulu lagi dan jangan di update² lagi maaf yah🙏,tolong instagram bikin video sih tolong baik pas buka instagram langsung bug sih tolong ya baik mah bagus pasang audio nyala sih pas video selesai audio nyala sih tolong baik instagram update maaf yah
162,0,"Ga jelas skrg suka tiba2 keluar sendiri,buka SG org bbrpa keluar lagi, di uninstal gabisa download lagi, berkali2 download gabisa juga maksudd!!",suka sendiribuka sg orang uninstal download kali download maksudd
163,0,"Gak jelass,, tiba² beranda pencarian isinya furniture, foto alam, hasil jepretan orang luar kaya gedung, sunset, alam², makanan dan konten² yg gak diminati sama sekali. Kemaren beranda masih menyajikan konten² yg memang sering aku cari seperti qoutes, meme lucu, otomotif, mobil, motor, eh hari ini tiba² berubah total semua beranda dipenuhi postingan² yg tidak diminati sama sekali😠👎",jelass tiba beranda cari isi furniture foto alam hasil jepret orang kaya gedung sunset alam makan konten mati kemaren beranda saji konten cari qoutes meme lucu otomotif mobil motor eh tiba ubah total beranda penuh postingan mati
164,0,"Assalamu'alaikum.. kenapa yaa Instagram sekarang gk kaya dulu.. sekarang banyak bnget macet nya,dm nya lama banget masuk udah sehari baru dm masuk. Terus pengikut Instagram bentar berkurang bentar nambah. Gak jelas bnget apalagi setelah di-update makin gak jelas. Semoga admin bisa kembali memperbaiki nyaa.🙏",assalamualaikum yaa instagram kaya bnget macet nyadm nya banget masuk hari dm masuk ikut instagram bentar kurang bentar tambah bnget diupdate moga admin baik nyaa
165,0,"maaf kenapa jdi sperti ini, saya mau login kembali tapi kenapa tidak bisa terus? 'Maaf kami tidak bisa menyelesaikan permintaan anda. Coba lagi setelah beberapa saat lagi.' muncul seperti ini terus, padahal uda di up, jaringan bagus, instal ulang, apa harus hp saya restart? hny utk satu apk? yg bnr saja! apa yg salah tlg segera perbaiki?!!",maaf sperti login maaf selesai minta coba muncul up jaring bagus instal ulang hp restart apk salah tolong baik
166,0,Habis di update tiap kali posting beberapa foto slide g bisa di maksimal kan fotonya sampai full malah kepotong tolong kembalikan seperti versi sebelumnya,habis update kali posting foto slide maksimal foto full potong tolong kembali versi
167,0,"Kenapa kalo bikin story suka loading terus sih sampe 3 hari tau tau gagal dan hapus selama jeda waktu itu gabisa buat pilihan hapus, ini gimana sih instagram sekarang sejak di update story 1 menit",bikin story suka loading sih tau tau gagal hapus jeda pilih hapus sih instagram update story menit
168,0,Update terus tapi ga banyak perubahan. Habis²in kuota saja.! Sama kaya Facebook dan messenger. Eeh btw messenger buat apa yaa kalo udah ada WA sama² punya META ???,update ubah habis in kuota kaya facebook messenger eeh ngomong ngomong messenger yaa wa sama meta
169,0,"Kenapa tag teman susah untuk muncul ke profil kita?haduh padahal dulu tidak seperti itu, padahal udah di setting buat show in my profile tapi tetep aja ngga muncul tag nya",tag teman susah muncul profil kitahaduh setting show in my profile muncul tag nya
170,0,"Ini Instagram saya kenapa yah, harus update trus, padahal sudah update tapi error' begini. Gak bisa liat story', gak bisa liat live, cuma ada notifikasi nya aja tapi gak bisa masuk ke dalam.",instagram yah update update error lihat story lihat live notifikasi nya masuk
171,0,"Sangat mengecewakan sudah 3 hari akun saya mengalami masalah tidak dapat memuat kabar terbaru,dan tidak bisa refresh,tidak bisa buka apa apa bnyak bug ny apk buruk",kecewa akun alami muat kabar terbarudan refreshtidak buka bnyak bug ny apk buruk
172,0,"Mohon bantuannya, setiap kali saya mau buka ig knp selalu ngelag, tdk bisa direfresh, dan tdk bisa ngedm teman pdhl jaringan wifi saya sudah bagus. Jadi ketika ig saya ngelag, saya harus uninstall ig saya dulu baru didownload lagi",mohon bantu kali buka ig ngelag direfresh ngedm teman jaring wifi bagus ig ngelag uninstall ig didownload
173,0,"Ini kenapa hasil video atau foto di kamera Instagram pecah² ya, padahal dulu enggak kayak gini deh, kok semakin lama aplikasinya semakin jelek🥲kembalikan Instagram yang kayak dulu lagi..",hasil video foto kamera instagram pecah ya deh aplikasi jelekkembalikan instagram
174,0,Udah jelek g kayak dlu lagi. Kalo repost kadang text yang kita tulis dan ditag lagi ke org yang tdi kita ambil post/ storinya setelah di sending trnyata huruf dari text yg udah kita tulis menjadi burik kek gmna gitu. Mhon bugnya diperbaiki lagi.,jelek repost kadang text tulis ditag orang ambil post stori sending huruf text tulis burik mohon bugnya baik
175,0,"Tidak tau mengapa, instagram saya berapa hari ini tidak update, feed yang sudah dilihat kemaren, pas buka instagram, itu lagi itu lagi yang muncul dan loading nya lama sangat, seperti kurang sinyal, tapi aplikasi lain lancar saja. Ada apa ini? Cuma instagram saja yang begini. Sudah di restart, sudah coba uninstall, lalu instal lagi, tetap saja begitu. Mengkesaaalll. Sengaja pake bahasa indonesia yang baik dan benar, biar terjemahan englishnya sesuai. Sebel gue lama2, mau diuninstall slamanya aj",tau instagram update feed kemaren pas buka instagram muncul loading nya sinyal aplikasi lancar instagram restart coba uninstall instal mengkesaaalll sengaja pakai bahasa indonesia biar terjemah englishnya sesuai sebel diuninstall slamanya
176,0,"Aneh, di akun utama gw kameranya pas dipake buat video hasilnya buram. Tapi diakun kedua hasilnya bagus bagus aja, padahal 1 hp. Ngbug apa gimana. Ditunggu sampe besok kirain bakal kembali bagus kamera gw trnyata ttp aja.",aneh akun utama kamera pas pakai video hasil buram akun hasil bagus bagus hp ngbug tunggu besok kirain bagus kamera ttp
177,0,"Banyak bug nya , setiap pake efek kan loading dulu nah kan udah selesai loading nya tapi efeknya gak muncul",bug nya pakai efek loading selesai loading nya efek muncul
178,0,"Agak kurang nyaman pada saat upload postingan di reels, entah video nya yang rusak atau apa tapi pas di play di pemutar video sebelum di upload bagus bagus saja, sedangkan pas sudah di posting di reels malah error tampilan videonya rusak(ungu semua), mohon untuk di perbaiki lagi",nyaman upload postingan reels video nya rusak pas play putar video upload bagus bagus pas posting reels error tampil video rusakungu mohon baik
179,0,"ini ig kenapa sih? gak bisa save foto, padahal apk lain normal tuhhh. please dong di upgrade, ini bukan nya tambah baik malah tambah buruk",ig sih save foto apk normal tuhhh mohon upgrade nya buruk
180,0,"banyak bgt bug nya, ig ver dulu bisa nambahin lagu di postingan yg mau dipost. sekarang gabisa, udah di restart + hapus data ig berkali kali pun masih tetep ga nongol2.",banget bug nya ig ver nambahin lagu postingan dipost restart hapus data ig kali kali nongol
181,0,"Sangat bagus berkomunika dengan rakan-rakan lain, cuman biaya pesan, panggilan suara & pidio coll. Sangat mahal siih !!",bagus berkomunika rakanrakan biaya pesan panggil suara pidio coll mahal siih
182,0,Masih ada bug yang belum beres dari bulan lalu woy. Di insight kalau setting tanggal (khusus) misal set tgl 1 sampai 30. Langsung close! Gak di benerin juga udah lama,bug beres woy insight setting tanggal khusus set tanggal langsung close benerin
183,0,"aku edit penilaianku yg awalnya 4/5, skrg jadi 2/5 saking kecewanya sama instagram. udah 2 minggu ga bisa buat buka arsip story. udah tanya ke temen2 yg lain, punya mereka bisa. knp cuma Punyaku yg tidak bisa di buka arsip storynya. tolong deh perbaiki lagi 🙂 klo uda bisa aku bakal kasih 4/5 atau 5/5 lagi. thankyou",edit nilai saking kecewa instagram minggu buka arsip story temen punya buka arsip storynya tolong deh baik kasih thankyou
184,0,"Ini Instagram makin kesini kok makin jelek aja yah,saya sudh update ke versi terbaru,knp malah filter nya tu gk ada yg bisa di pake yau, padahal kuota saya banyak loh,malah tidak dapat memuat kamera,saya sudh bolak balik refresh hp ny tetap gk bisa filter ny tu tetap gk bisa di pake,tolong dong agar di perbaiki kembali,,agar filter yg sudah saya unduh itu pada bisa d pake kembali,, terimakasih",instagram kesini jelek yahsaya sudh update versi terbaruknp filter nya pakai yau kuota lohmalah muat kamerasaya sudh bolak refresh hp ny filter ny paketolong baik kembaliagar filter unduh d pakai terimakasih
185,0,"Keluhan costumer tidak pernah di dengar, bug di dashboard profesional untuk android masih sering Force Close tiba-tiba, lama-lama ini aplikasi makin buruk saja",keluh costumer dengar bug dashboard profesional android force close tibatiba lamalama aplikasi buruk
186,0,"Males sama ig sekarang, bangak bug Ketika nonton live streaming teman suara ada tapi video mereka macet, padahal sinyal bagus, bukan sekali dua kali tapi setiap nonton live streaming begitu terus",malas ig bangak bug nonton live streaming teman suara video macet sinyal bagus kali nonton live streaming
187,0,Ini kenapa dah instagram jadi makin aneh.. Pas mau cek insight tiba tiba keluar sendiri.. Kirain emang HP ku lemot.. Ternyata dari apk nya.. Soalnya setiap buka insight selalu keluar sendiri.. Kalau sekali 2 kali mah berati emang HP ku aja yg eror. Tapi ini setiap mau cek insight tiba tiba keluar.. Males bangetttt!,instagram aneh pas cek insight kirain emang hp ku lot apk nya buka insight kali mah berat emang hp ku eror cek insight malas bangetttt
188,0,"saya sangat kecewa sekali. ketika saya berusaha login ke akun instagram saya, sulit untuk di akses, karena sandi salah dan banyak ketentuan lainya seperti kalau saya masukin nomer untuk login itu tidak bisa dengan tulisan harus masukin email dan nama pengguna, dan saya sudah melakuakan sesuai perintah, tetapi tetap tidak bisa. mohon untuk segera di perbaki untuk kenyamanan pengguna instagram. Trimakasih.",kecewa usaha login akun instagram sulit akses sandi salah tentu masukin nomor login tulis masukin email nama guna melakuakan sesuai perintah mohon baki nyaman guna instagram trimakasih
189,0,"Foto gw ilang gara2 hapus cache doang Dan ini udah kejadian yang keberapa kali, mohon diperbaiki, sudah berapa bulan tidak diperbaiki, kalo bisa gk kukasih bintang, kecewa banget foto bagus pada ilang gara2 hapus cache doang.",foto hilang gara hapus cache jadi berapa kali mohon baik baik kasih bintang kecewa banget foto bagus hilang gara hapus cache
190,0,Tolong kepada pihak instagram bug nya di kurangi dan kenapa tidak bisa menggunakan efek padahal efek nya sudah saya unduh kenapa juga di saat saya mencari efek kenapa tiba2 langsung keluar dari instagram,tolong instagram bug nya kurang efek efek nya unduh cari efek langsung instagram
191,0,"instagram kok lama lama jadi banyak bug sih? kebanyakan update tapi kebanyakan bug juga, sorotan foto pake musik kok loading mulu si? trs story orang orang teksnya pada gepeng, ga sebagus dulu deh instagram sekarang.",instagram bug sih banyak update banyak bug sorot foto pakai musik loading mulu si story orang orang teks gepeng bagus deh instagram
192,0,"Saya melakukan log out dari akun saya, tetapi kita ingin login dengan password yang benar malah tidak bisa, lalu saya reset password dengan menggunakn email yang dikirim pihak Instagram tetapi saat akan login tetap saja tidak bisa, ini bagaimana ya solusinya ?",log out akun login password reset password email kirim instagram login ya solusi
193,0,"Sekarang ig semenjak di update banyak bug nya, terus sekarang pas buka kamera efek nya ga bisa di gunakan.",ig semenjak update bug nya pas buka kamera efek nya
194,0,Kenapa setelah di up ig ngbug. Contohnya setiap mau up story selalu bilang koneksi internet tidak stabil... Padahal internet sy stabil2 saja.. Ayo lah ig knapa ini😭😭😭,up ig ngbug contoh up story bilang koneksi internet stabil internet stabil ayo ig
195,0,Instargam gak se asik dulu boro boro lihat filter mau login aja gak bisa cuma warna putih lama gak bisa di buka kalok Instragram lite bisa di buka tapi lemmmmmmot dan ga ada filternya gak lengkap banget Tolong segera perbaiki,instargam asik boro boro lihat filter login warna putih buka kalok instragram lite buka lemmmmmmot filter lengkap banget tolong baik
196,0,"Jelek bgt setiap sya mau login pasti selalu ada tulisan harap coba lagi beberapa menit ,sya sudah 2 hari tunggu tetap saja gabisa, sya pikir mungkin belum di-update tpi ternyata sudah tolong y developer nya perbaiki agar kami mudah menggunakan nya",jelek banget login tulis harap coba menit tunggu pikir diupdate tolong y developer nya baik mudah nya
197,0,Kenapa ya saya download filternya tapi kenapa loading nya lama pas udh nggak loading malah nggak bisa pake filternya tolong dong ya yg buat aplikasi ig ini tolong di perbaiki saya kasih bintang satu dulu soalnya filternya nggak bisa di pake kalau sudah filternya bisa di pake baru saya kasih bintang lima Terimakasih,ya download filter loading nya pas loading pakai filter tolong ya aplikasi ig tolong baik kasih bintang filter pakai filter pakai kasih bintang terimakasih
198,0,"Jadi susah kalo mau login, sekalinya bisa lama di coba berkali-kali. Tidak semudah sebelumnya login bisa dipakai 4 akun pun mudah masuk dan keluar. ""Ini bukan nama akun, coba periksa kembali nama akun anda blablabla"" atau abaikan selalu begitu",susah login sekali coba berkalikali mudah login pakai akun mudah masuk nama akun coba periksa nama akun blablabla abai
199,0,Ig sekarang kalo mau masuk kok susah banget sih jadi gak suka deh. Tolong ya buat admin nya diperbaiki lagi soalnya mau masuk aja gak bisa bisa dan sudah banget selalu gak bisa,ig masuk susah banget sih suka deh tolong ya admin nya baik masuk banget
200,0,"banyak bug lah 1. tema sering berganti dari putih menjadi hitam, tulisan menjadi blur sulit terlihat. harus dihapus cache atau di close ulang aplikasi. begitu juga pas pakai tema hitam. 2jam bisa 3x. terjadi di 2 device hp saya oppo dan Xiaomi. 2. ketika membuka reels langsung di profil akun seseorang dari urutan kesekian dan melanjutkan ke video selanjutnya kenapa harus balik ke reels postingan terlama 3. buatkan fitur LAYAR BERSIH reels, nonton nyaman tanpa tombol like, komen dsb.",bug tema ganti putih hitam tulis blur sulit hapus cache close ulang aplikasi pas pakai tema hitam jam x device hp oppo xiaomi buka reels langsung profil akun urut sekian lanjut video reels postingan lama buat fitur layar bersih reels nonton nyaman tombol like komen
201,0,ig kenapa sih ig??? banyak bug. vidio foto yang pake lagu macet di coba di hp beda jug sama aja..,ig sih ig bug video foto pakai lagu macet coba hp beda
202,0,"Saya kecewa dengan instagram kali ini, saya dulunya bisa menggunakan instagram dan juga semua fiturnya dengan baik, tapi sekarang semuanya kacau. Sekarang saya tidak bisa lagi mengaksesnya terlebih lagi tidak bisa menginstalnya, saya bener"" kecewa. Apalagi instagram begitu penting untuk keperluan promosi karya tulisan saya. Tolong diperbaiki lagi!",kecewa instagram kali dulunya instagram fiturnya kacau akses menginstalnya bener kecewa instagram perlu promosi karya tulis tolong baik
203,0,"Aneh banget Instagram masak iya story' yang jelas jelas udah di hapus bisa muncul lagi, padahal udah 3 hari buat story' tapi tetep ada kagak ilang ilang",aneh banget instagram masak iya story hapus muncul story hilang hilang
204,0,"Sebagai tambahan , filter ig banyak yang hilang. Biasanya masuk Ig tanpa data pun bisa, sekarang masuk tanpa data semua filter hilang begitu saja",tambah filter ig hilang masuk ig data masuk data filter hilang
205,0,"Mohon maaf ya untuk deloper, untuk aplikasi instagram saya memberikan rating jelek untuk saat ini. Karena terjadi kesalahan saat login akun, padahal akun saya cuman satu. Tetapi saat saya mau membuat lagi muncul notifikasi terjadi kesalahan. Kalo bisa segera diperbaiki atas kendala ini",mohon maaf ya deloper aplikasi instagram rating jelek salah login akun akun muncul notifikasi salah baik kendala
206,0,"Ini instagram nya nge bug nya keterlaluan utk saya. Saya sudah coba berkali kali restart HP dan masih tidak bisa, iklan banyak muncul, video berhenti audio jalan. Pokoknya kalau sampai bintang satu, saya berikan ulasan yg sedikit menghina.",instagram nya nge bug nya coba kali kali restart hp iklan muncul video henti audio jalan pokok bintang ulas hina
207,0,"Instagram lagi kenapa si udh seminggu g bisa ke buka"" padahal wifi dan data udh ok . Tolong buat instagram di tingkat kan lagi demi kenyamanan para pengguna",instagram si minggu buka wifi data ok tolong instagram tingkat nyaman guna
208,0,"kacau banget ig sekarang, terlalu banyak bug. tampilan font di android jadi pecah-pecah dan ga nyaman dilihat. upload foto/video di sg jadi gepeng. upload lirik di sg juga gepeng. akun saya tidak bisa dibuka, harus konfirmasi ke email yang entah itu email siapa agar bisa login kembali. padahal di tampilan kontak ig saya, menunjukkan kalau itu email yang saya pegang. namun pengonfirmasian tidak masuk ke email tersebut, malah email lain. tolong perbaiki segera, kami tidak nyaman dengan ig sekarang",kacau banget ig bug tampil font android pecahpecah nyaman upload fotovideo sg gepeng upload lirik sg gepeng akun buka konfirmasi email email login tampil kontak ig email pegang konfirmasi masuk email email tolong baik nyaman ig
209,0,"Instagram sering error, filternya sering ngebug. Makanya jgn terlalu terobsesi jadi sosmed paling ada smua. Dari Snapchat, facebook, tiktkok, pinterest, youtube, semua dah kalian ambil fiturnya. Hadehh malah kesannya ga ekslusif lagi. Kecewa sih instagram gak se asyik dulu lagi.",instagram error filter ngebug obsesi sosmed snapchat facebook tiktkok pinterest youtube ambil fiturnya hadehh kesan ekslusif kecewa sih instagram asyik
210,0,Akun saya tiba² di nonaktifkan . padahal saya hanya mengganti foto profil. baru kali ini. tiba2 logout dan di nonatifkan oleh pihak instagram tolong bantuannya . akun saya sangat penting bagi saya untuk bekerja.,akun tiba nonaktif ganti foto profil kali logout nonatifkan instagram tolong bantu akun
211,0,"Setelah di upgrade banyak bug, videonya loading mulu padahal kuota masih banyak sinyal kenceng, tolong di perbaiki lagi terimakasih",upgrade bug video loading mulu kuota sinyal cepat tolong baik terimakasih
212,0,"Sekarang ig susah banget memulihkan akun, Dulu ada banyak cara, sekarang cuma 1 aja yaitu dengan memasukan kata sandi lama. Terus, bagaimana kalau saya lupa? Tolong pihak Instagram untuk memperbanyak cara untuk memulihkan akun, sekarang saya tidak bisa memulihkan akun saya, karena lupa password",ig susah banget pulih akun masuk sandi lupa tolong instagram banyak pulih akun pulih akun lupa password
213,0,"apknya sdh 2 hari ngebug, followers yg mengikuti dan tidak mengikuti kembali stuck di angka tsb, tdk naik tdk turun. Apakah error dari pihak kalian? Bug bgt gblk, tautan gk bisa d hps",apknya ngebug followers ikut ikut stuck angka turun error bug banget taut d hps
214,0,Tiap mau memasukkan musik di instastory kenapa lagu ngga ada yg muncul? Padahal sinyal full dan memory hp pun nggak bermasalah. Sudah bolak balik log out dan uninstal tetep aja nggak bisa muncul lagunya,masuk musik instastory lagu muncul sinyal full memory hp masalah bolak log out uninstal muncul lagu
215,0,"Untuk sekarang bintang 1 dlu, soalnya masih banyak bug-nya, pas dlu gak banyak bug-nya, setelah di update kenapa jadi banyak bug-nya coba, pas filter di tambah ke kamera, pas di cek gak ada filter nya, bug-nya gitu Mulu jadi males tolong di perbaiki lagi ya supaya di kurangi bug-nya, supaya banyak yang download aplikasi ini juga, hanya itu saja yang ingin saya sampaikan terimakasih 🙏🏻🙏🏻, *jangan lupa di perbaiki👍🏻",bintang bugnya pas bugnya update bugnya coba pas filter kamera pas cek filter nya bugnya mulu malas tolong baik ya kurang bugnya download aplikasi terimakasih lupa baik
216,0,"setelah update tidak bisa masuk ke ig, setelah bisa masuk cuman loading doang, tolong di perbaiki!!!! 45u",update masuk ig masuk loading tolong baik
217,0,"Setelah di up masa nggak bisa login ke akun sih,mana katanya nama pengguna yang kamu masukkan sepertinya bukan nama akun padahal nama akun sama kata sandinya udah bener!!!mana kadang bikin SG g bisa masuk ke arsip lagi,kenal dengan Ig sekarang!!! Kecewa banget!!!",up login akun sihmana nama guna masuk nama akun nama akun sandi benermana kadang bikin sg masuk arsip lagikenal ig kecewa banget
218,0,"tolong perbaiki bug, sebelum di update sudah bug kukira karena harus di update tapi ternyata sama saja tolong di perbaiki lagi",tolong baik bug update bug kira update tolong baik
219,0,"hbis di update malah ga bisa di buka, pas mau login semua nya jdi putih ga ada apa apa, mau login jdinga ga bisa udh hampir 1 minggu gaada buka ig gara gara ngebug kaya gini udh coba smua cara tetap ga bisa, tolong di perbaiki lgi ya",hbis update buka pas login nya putih login jdinga minggu buka ig gara gara ngebug kaya coba tolong baik ya
220,0,Menyebalkan banget kenapa instagram gak bisa log in terus selalu aja error tolong dong percuma udah di update juga semua file udah dibersihkan tetap aja masih gak bisa log in,sebal banget instagram log in error tolong update file bersih log in
221,0,"Makin ke sini apk makin gak jelas. Masa gak bisa bikin story yang ada di explore. Cuma bisa share yang sudah di follow. Tolong di perbaiki, kalau kayak gini bakal banyak yang kecewa.",apk bikin story explore share follow tolong baik kecewa
222,0,"Ig sekarang kenapa si? Sering bgt musik yg di highlight tiba tiba gada suara nya, foto jadi Burem jelek gitu, ini harus diperbaiki si ternyata banyak bgt yang komplain tentang hal serupa",ig si banget musik highlight suara nya foto burem jelek baik si banget komplain
223,0,Saya suka dengan apk ini tetapi apk ini sering sekali memilik bug dan tidak bisa memakai 2 filter ketika saya sudah update tolong di perbaiki lagi ya 🙏🏻😐,suka apk apk milik bug pakai filter update tolong baik ya
224,0,"ini instagram baru kenapa si kok di akun saya tidak bisa memuat kabar beranda, tidak bisa melihat following dan follower orang, tidak bisa edit profil dan tidak bisa melaporkan masalah ke instagram. maaf sementara aku kasih bintang satu dulu",instagram si akun muat kabar beranda following follower orang edit profil lapor instagram maaf kasih bintang
225,0,"Setelah di update fitur nya bagus tapi setelah saya mendownload efek-efek nya kenapa sangat lama untuk di unduh, padahal jaringan nya bagus tapi kok lama banget",update fitur nya bagus unduh efekefek nya unduh jaring nya bagus banget
226,0,Semenjak ada perubahan (update) INSTRAGRAM mulai tidak bersahabat diantaranya banyak sekali kendala dan bug contohnya di timeline yang sering menampilkan account yang tidak pernah kita follow ataupun dicari malah muncul sendiri termasuk iklan yang terlalu sering muncul di story dan beberapa bug nya ialah ketika kita sedang login malah terkadang ada kendala seperti kembali lagi ke menu biasa. Tolong pihak developer bisa memperbaiki kendala tersebut. #instragramgaseasikdulu!,semenjak ubah update instragram sahabat kendala bug contoh timeline tampil account follow cari muncul iklan muncul story bug nya login terkadang kendala menu tolong developer baik kendala instragramgaseasikdulu
227,0,"Aplikasi terhenti..padahal sudah versi terbaru,sudah uninstall pasang ulang tetap tidak bisa gunakan,sudah lapor kirim email.mohon di bantu.terima kasih",aplikasi terhentipadahal versi terbarusudah uninstall pasang ulang gunakansudah lapor kirim emailmohon bantuterima kasih
228,0,"filter nyaaa kenapa g bisa dipakai minn,padahal jaringan saya bagus loh gak ngelag sama sekali terus saya udah coba berkali-kali tetep aja gagal tolong dong min dibenerin lagi!!!!!!!!!",filter nyaaa pakai minnpadahal jaring bagus loh ngelag coba berkalikali gagal tolong min dibenerin
229,0,Setelah di update malah makin jelek sih .. tiap posting foto lebih dari 1 hasil fotonya jadi buram dan tidak bagussss,update jelek sih posting foto hasil foto buram bagussss
230,0,Mau upload video di postingan masih susah banget. Masa udah atur videonya jadi full layar 1980 720 malah berubah jadi kotak pas masuk di filter. kan jadi gak bisa liat hal-hal yg penting.,upload video postingan susah banget atur video full layar ubah kotak pas masuk filter lihat halhal
231,0,"Makin di update makin banyak bug nya. Mulai dari jumlah postingan tidak sesuai dgn yg di feed, terus jumlah yg diikuti tidak bertambah atau berkurang seperti jumlah sebenarnya",update bug nya postingan sesuai feed ikut tambah kurang
232,0,"bug terus setiap update, sekarang bugnya akun saya tidak bisa menggunakan live. dan saat membuat story polling, pertanyaan, love meter, dll tidak bisa ditanggapi penonton story saya padahal sudah 3 kali melaporkan... trimakasih",bug update bugnya akun live story polling love meter lain tanggap tonton story kali lapor trimakasih
233,0,"Saya boleh ngasih saran? Setelah di update kok followers sya ga bertambah, pdhl byk bnget yg folow tpi angkanya masih tetap disitu aja, ga berubah. Blm nemu solusinya udh di hps change udh jg di uninstal trs istal lg tpi masih tetap sama. Udah satu minggu kayak gini ga ada perubahan. MOHON DIPERBAIKI YA",saran update followers tambah bnget follow angka situ ubah temu solusi hps change uninstal istal minggu ubah mohon baik ya
