score,content
0,"Kecewa parah. Minta laporan ke pihak Instagram, untuk memperbaiki akun Instagram yang tidak bisa follow dan follback, selalu tidak bisa, sekalinya bisa, tidak di respon, padahal sudah 24x laporin keluhan tidak ada tanggapan/jawaban. Mohon kedepannya jauh lebih di perbaiki. Agar tidak kecewa"
0,Gakbisa aplod stiap aplod 100persen. Langsung hilang. Kita di bikin kesal. Mayoritas komen sama. Itu kendala ny. Dah lama skali lom jga ada tanggapan. Mohon d perbaiki sistem nya.
0,"Sekarang aplikasi ig sering bgt nge lag dan eror, pdhal udah di update dan jaringan juga bagus bgt, tapi lemot bgt dan nge lag tiap buka ig"
0,"Parah si ini mah instagram gua udah seminggu ga bisa di buka udah di lakuin cara apapun juga tetep ga bisa,tolong pihak developer di perbaiki saya butuh instagram buat cari referensi pekerjaan."
0,"Makin di update makin sulit Instagram, tidak seperti dulu. Banyak kendala lag + bug, disaat search akun teman, gak bisa muncul dan malah akun itu tidak ada dan tidak pernah dibuat. #instagram:("
0,"bug nya ga masuk akal bgt, flwrs tbtb turun, padahal akun"" nya ttp, makin hari makin turun mohon di perbaiki masalah bug nya ini"
0,"Kualitas videonya byk yg jelek, lbh jelek dr VCD... sy yakin ini kesalahan ig bukan yg upload.. tolong perbaiki dong agar kualitas videonya bisa HD semua."
0,"Mau nanyak,in kok efek saya tiba2 ilang semua yh??? tolong jelasin knp bisa ilang! pdhl udh sush payah nyari efekny. Lebih enk ig yg dlu dri pda yg skrng!!! Gw saranin jgn download nih ig,cri apk yg lain ajh."
0,"Saya pengguna hp samsung a50 kecewa dengan update an terbaru instagam, sekarang setiap saya membuat video di instastory pasti hasil videonya pecah, sedangakn jika saya membuat video di wa n tt tidak pecah, saya mohon bug seperti ini di perbaiki agar saya tetap menggunakan aplikasi kecintaan masyarakat bumi, terima kasih."
0,"Assalamualaikum warahmatullahi wabakatuh, aplikasi yg selalu saja ada yg bajak,mencuri,mensadaf akun data pribadi saya,setiap mendaftar di aplikasi ignya."
0,"Tolong lah kalo ada fitur download Napa musik di video nya ga ada, buat apa ada fitur itu, lalu kalo ke seringan kita liat teg story' orang kadang bug ga jelas Ig nya"
0,Udah bolak balik ke ig kok tetep nggak bisanya tetep login akun terus terus ada tulisan ( tulisan eror gitu login) tolongnya jangan bikin nggak nyaman bagi penggunanya semoga untuk ke depannya tidak ada lagi masalah seperti ini lagi
0,Tolong diperbaiki.. Masa Explore saya berubah jadi foto pemandangan.. Biasanya sesuai dengan algoritma saya.. Skrg jadi foto pemandangan semua.. Emang di kira saya kambing doyan rumput..
0,Kenapa sekarang kok filter nya di gunakan ngk bisa cmn bisanya lk filter ada lagu nya kalau mau foto doang ngk ada filter nya gimana kan filter buat mempercantik kok sekarang malah ngk bisa sih filter nya malah munyer trs
0,"Sedii bangett udahh download tapi gaa bisa login,,udahh coba berulang kali tapi tetep aja ""coba lagi beberapa menit"",padahal sinyal nya gaa nge lag,bisaa nya login pakee Instagram lite tolong diperbaiki lagi 🙏🙏"
0,Snap yang jadi sorotan jadi hilang musiknya. Trus ada yang video snap jdi ngga jalan bentuk gambar bukan video. Ko makin buruk aja sih kualitasnya
0,"Draf yang baru ajah dibuat kmren hilang semua,tolong dong Instagram pulihkan semuanya 😭😭kanang - kenangan nya itu lo yang buat sedih,kecewa bngt sama Instagram Tolong kepada Instagram draf foto dan video saya kmren pulihkan Terima kasih."
0,"Instagram sekarang semakin ke sini semakin kek taik,kenapa pada tanggal 12 Oktober 2022 akun saya dikunci semua anjirr,padahal tadi malam jam 1 lebih masih bisa tapi sekarang udah kekunci semua,trus verifikasi nya harus disuruh foto sama nulis,gmna anjirr solusinya,soalnya yg dipp ig saya rambutnya panjang trus sekarang udah pendek,makin ribet aja,dasarr ni apk bikin kesel aja,udah susah""+lama dapet pengikut malah kekunci trus persyaratan untuk bukanya kaya gitu sulit anjir,mohon solusinya,mksh"
0,"Ig error, ya?? Masa saya mau switch acc ga bisa, tulisannya ""masih meng-upload"" sesuatu, padahal saya sudah selesai update dalam jangka waktu yang lama, tetapi tetap tidak bisa. Tolong ini kenapa, ya?? Saya sangat tidak nyaman. Udah satu jam lebih dan tetep aja ga bisa switch akun, yang bener aja??? ah ditambah lagi, akun ga bisa diprivat, link yang ada di bio ig ga bisa dihapus pula, aneh bngtt. banyak bngt bugnya? 😅"
0,"Ini kenapa yah Instagram sekarang sering banget ga bisa masuk, pasti selalu terjadi masalah dan tunggu beberapa saat, padahal jaringan bagus, udah di uninstall tetep ajj hasilnya"
0,"Ngebug setelah di upgrade filter gabisa digunain,lelett ini kenapa tolong dong diperbaikiiin😑😑😑 Yg tadinya aku kasi bintang 4 jadi turun ke 1 gasuka.jadi nyesel upgrade"
0,"Jadi banyak bug nya, sy pake filter malah macet. Sudah sy coba ulang berkali kali tetap tidak bisa. Tolong diperbaiki ini"
0,Ini kenapa ya intagram dari 2 minggu yang lalu tidak bisa d instal terus.. padahal download udah berhasil 100% tapi selalu gagal .. sampe saya reset ulang hp masih saja sama aneh sekali
0,"Tolong di perbaikin lagi instgram setiap saya menambah kan teman pasti ada pembritahuan terus kata"" jangan terlalu banyak teman di instagram saya tolong di perbaikin lagi maaf saya g ngasih bintang dulu kerena aplikasi apek dan setiap lagi buka ig tiba"" ada pemberitahuan tanda masa tenggang tiba loging lagi atau kembali seperti semula setiap saya bukan akun ig nya"
0,"update lagi woy banyak bug! buka ig cuma loading doang!, stuck/bug!. saran juga update live streamingnya biar bisa live stream game dan kreator bisa digift pasti bakal rame untuk kreator update live stream juga lah"
0,"Dengarin baik baik ini teruntuk Instagram 1.Banyak bug dan tidak bisa di update padahal penyimpanan internal tidak ada masalah 2.Iklan sering muncul di story maupun di postingan 3.Banyak muncul postingan dari orang yang tidak kami ikuti,emang sih Instagram menyediakan fitur melihat postingan yang kami ikuti ataupun random. Tapi fitur ini sangat menggangu sekali 4.Kami pengguna setia Instagram ingin kembali ke beberapa tahun belakang, dimana tidak banyak fitur yang seperti sekarang ini"
0,Kenapa ya habis update malah macet²terus mau foto juga efeknya gak bisa dipakek!pdhal dataku baik² aja.tolong dong diperbaiki lagi!gimana sih di-update malah jdi aneh bknnya tambah bagus.
0,"Mohon pihak Instagram melakukan kemajuan pada aplikasi Instagram, seperti bug, dan juga jumlah followers/following yang sering eror, akhir-akhir ini Instagram sering sekali bermasalah, padahal sudah saya Upgrade 🙏🙏."
0,interaksinya gk bisa muat efek terus anehhanget filter filter yg dulu keluar lagi entah kenapa tolong ya di perbaiki baik baik aj si tapi meresahkan
0,Kecewa sama instagram multi capturenya kenapa harus dihilangkan padahal berfungsi banget. Terus ini pas save story music kenapa lagunya tidak ada.
0,"Plis lah saran postingan nya klo bisa yang sering kita lihat jangan yang jarang kita lihat,pdahal dah ku pencet tidak tertarik ttp aja postingan kek gitu muncul mulu.dan sekarang malah ada bug tiba² beranda isi postingan ny jdi pemandangan semua."
0,Tolong kok instagram gk bisa bikin video sih tolong di perbaiki masa sy pas buka instagram langsung banyak bug sih tolong ya ini di perbaiki lebih lanjut lagi tapi kalau kni mah masih bagus tapi kok kalau pasang audio jadi nyala sendiri sih pas video udah selesai audio masih nyala gimana sih ini tolong segera di perbaiki sy mau instagram yang kayak dulu lagi dan jangan di update² lagi maaf yah🙏
0,"Ga jelas skrg suka tiba2 keluar sendiri,buka SG org bbrpa keluar lagi, di uninstal gabisa download lagi, berkali2 download gabisa juga maksudd!!"
0,"Gak jelass,, tiba² beranda pencarian isinya furniture, foto alam, hasil jepretan orang luar kaya gedung, sunset, alam², makanan dan konten² yg gak diminati sama sekali. Kemaren beranda masih menyajikan konten² yg memang sering aku cari seperti qoutes, meme lucu, otomotif, mobil, motor, eh hari ini tiba² berubah total semua beranda dipenuhi postingan² yg tidak diminati sama sekali😠👎"
0,"Assalamu'alaikum.. kenapa yaa Instagram sekarang gk kaya dulu.. sekarang banyak bnget macet nya,dm nya lama banget masuk udah sehari baru dm masuk. Terus pengikut Instagram bentar berkurang bentar nambah. Gak jelas bnget apalagi setelah di-update makin gak jelas. Semoga admin bisa kembali memperbaiki nyaa.🙏"
0,"maaf kenapa jdi sperti ini, saya mau login kembali tapi kenapa tidak bisa terus? 'Maaf kami tidak bisa menyelesaikan permintaan anda. Coba lagi setelah beberapa saat lagi.' muncul seperti ini terus, padahal uda di up, jaringan bagus, instal ulang, apa harus hp saya restart? hny utk satu apk? yg bnr saja! apa yg salah tlg segera perbaiki?!!"
0,Habis di update tiap kali posting beberapa foto slide g bisa di maksimal kan fotonya sampai full malah kepotong tolong kembalikan seperti versi sebelumnya
0,"Kenapa kalo bikin story suka loading terus sih sampe 3 hari tau tau gagal dan hapus selama jeda waktu itu gabisa buat pilihan hapus, ini gimana sih instagram sekarang sejak di update story 1 menit"
0,Update terus tapi ga banyak perubahan. Habis²in kuota saja.! Sama kaya Facebook dan messenger. Eeh btw messenger buat apa yaa kalo udah ada WA sama² punya META ???
0,"Kenapa tag teman susah untuk muncul ke profil kita?haduh padahal dulu tidak seperti itu, padahal udah di setting buat show in my profile tapi tetep aja ngga muncul tag nya"
0,"Ini Instagram saya kenapa yah, harus update trus, padahal sudah update tapi error' begini. Gak bisa liat story', gak bisa liat live, cuma ada notifikasi nya aja tapi gak bisa masuk ke dalam."
0,"Sangat mengecewakan sudah 3 hari akun saya mengalami masalah tidak dapat memuat kabar terbaru,dan tidak bisa refresh,tidak bisa buka apa apa bnyak bug ny apk buruk"
0,"Mohon bantuannya, setiap kali saya mau buka ig knp selalu ngelag, tdk bisa direfresh, dan tdk bisa ngedm teman pdhl jaringan wifi saya sudah bagus. Jadi ketika ig saya ngelag, saya harus uninstall ig saya dulu baru didownload lagi"
0,"Ini kenapa hasil video atau foto di kamera Instagram pecah² ya, padahal dulu enggak kayak gini deh, kok semakin lama aplikasinya semakin jelek🥲kembalikan Instagram yang kayak dulu lagi.."
0,Udah jelek g kayak dlu lagi. Kalo repost kadang text yang kita tulis dan ditag lagi ke org yang tdi kita ambil post/ storinya setelah di sending trnyata huruf dari text yg udah kita tulis menjadi burik kek gmna gitu. Mhon bugnya diperbaiki lagi.
0,"Tidak tau mengapa, instagram saya berapa hari ini tidak update, feed yang sudah dilihat kemaren, pas buka instagram, itu lagi itu lagi yang muncul dan loading nya lama sangat, seperti kurang sinyal, tapi aplikasi lain lancar saja. Ada apa ini? Cuma instagram saja yang begini. Sudah di restart, sudah coba uninstall, lalu instal lagi, tetap saja begitu. Mengkesaaalll. Sengaja pake bahasa indonesia yang baik dan benar, biar terjemahan englishnya sesuai. Sebel gue lama2, mau diuninstall slamanya aj"
0,"Aneh, di akun utama gw kameranya pas dipake buat video hasilnya buram. Tapi diakun kedua hasilnya bagus bagus aja, padahal 1 hp. Ngbug apa gimana. Ditunggu sampe besok kirain bakal kembali bagus kamera gw trnyata ttp aja."
0,"Banyak bug nya , setiap pake efek kan loading dulu nah kan udah selesai loading nya tapi efeknya gak muncul"
0,"Agak kurang nyaman pada saat upload postingan di reels, entah video nya yang rusak atau apa tapi pas di play di pemutar video sebelum di upload bagus bagus saja, sedangkan pas sudah di posting di reels malah error tampilan videonya rusak(ungu semua), mohon untuk di perbaiki lagi"
0,"ini ig kenapa sih? gak bisa save foto, padahal apk lain normal tuhhh. please dong di upgrade, ini bukan nya tambah baik malah tambah buruk"
0,"banyak bgt bug nya, ig ver dulu bisa nambahin lagu di postingan yg mau dipost. sekarang gabisa, udah di restart + hapus data ig berkali kali pun masih tetep ga nongol2."
0,"Sangat bagus berkomunika dengan rakan-rakan lain, cuman biaya pesan, panggilan suara & pidio coll. Sangat mahal siih !!"
0,Masih ada bug yang belum beres dari bulan lalu woy. Di insight kalau setting tanggal (khusus) misal set tgl 1 sampai 30. Langsung close! Gak di benerin juga udah lama
0,"aku edit penilaianku yg awalnya 4/5, skrg jadi 2/5 saking kecewanya sama instagram. udah 2 minggu ga bisa buat buka arsip story. udah tanya ke temen2 yg lain, punya mereka bisa. knp cuma Punyaku yg tidak bisa di buka arsip storynya. tolong deh perbaiki lagi 🙂 klo uda bisa aku bakal kasih 4/5 atau 5/5 lagi. thankyou"
0,"Ini Instagram makin kesini kok makin jelek aja yah,saya sudh update ke versi terbaru,knp malah filter nya tu gk ada yg bisa di pake yau, padahal kuota saya banyak loh,malah tidak dapat memuat kamera,saya sudh bolak balik refresh hp ny tetap gk bisa filter ny tu tetap gk bisa di pake,tolong dong agar di perbaiki kembali,,agar filter yg sudah saya unduh itu pada bisa d pake kembali,, terimakasih"
0,"Keluhan costumer tidak pernah di dengar, bug di dashboard profesional untuk android masih sering Force Close tiba-tiba, lama-lama ini aplikasi makin buruk saja"
0,"Males sama ig sekarang, bangak bug Ketika nonton live streaming teman suara ada tapi video mereka macet, padahal sinyal bagus, bukan sekali dua kali tapi setiap nonton live streaming begitu terus"
0,Ini kenapa dah instagram jadi makin aneh.. Pas mau cek insight tiba tiba keluar sendiri.. Kirain emang HP ku lemot.. Ternyata dari apk nya.. Soalnya setiap buka insight selalu keluar sendiri.. Kalau sekali 2 kali mah berati emang HP ku aja yg eror. Tapi ini setiap mau cek insight tiba tiba keluar.. Males bangetttt!
0,"saya sangat kecewa sekali. ketika saya berusaha login ke akun instagram saya, sulit untuk di akses, karena sandi salah dan banyak ketentuan lainya seperti kalau saya masukin nomer untuk login itu tidak bisa dengan tulisan harus masukin email dan nama pengguna, dan saya sudah melakuakan sesuai perintah, tetapi tetap tidak bisa. mohon untuk segera di perbaki untuk kenyamanan pengguna instagram. Trimakasih."
0,"Foto gw ilang gara2 hapus cache doang Dan ini udah kejadian yang keberapa kali, mohon diperbaiki, sudah berapa bulan tidak diperbaiki, kalo bisa gk kukasih bintang, kecewa banget foto bagus pada ilang gara2 hapus cache doang."
0,Tolong kepada pihak instagram bug nya di kurangi dan kenapa tidak bisa menggunakan efek padahal efek nya sudah saya unduh kenapa juga di saat saya mencari efek kenapa tiba2 langsung keluar dari instagram
0,"instagram kok lama lama jadi banyak bug sih? kebanyakan update tapi kebanyakan bug juga, sorotan foto pake musik kok loading mulu si? trs story orang orang teksnya pada gepeng, ga sebagus dulu deh instagram sekarang."
0,"Saya melakukan log out dari akun saya, tetapi kita ingin login dengan password yang benar malah tidak bisa, lalu saya reset password dengan menggunakn email yang dikirim pihak Instagram tetapi saat akan login tetap saja tidak bisa, ini bagaimana ya solusinya ?"
0,"Sekarang ig semenjak di update banyak bug nya, terus sekarang pas buka kamera efek nya ga bisa di gunakan."
0,Kenapa setelah di up ig ngbug. Contohnya setiap mau up story selalu bilang koneksi internet tidak stabil... Padahal internet sy stabil2 saja.. Ayo lah ig knapa ini😭😭😭
0,Instargam gak se asik dulu boro boro lihat filter mau login aja gak bisa cuma warna putih lama gak bisa di buka kalok Instragram lite bisa di buka tapi lemmmmmmot dan ga ada filternya gak lengkap banget Tolong segera perbaiki
0,"Jelek bgt setiap sya mau login pasti selalu ada tulisan harap coba lagi beberapa menit ,sya sudah 2 hari tunggu tetap saja gabisa, sya pikir mungkin belum di-update tpi ternyata sudah tolong y developer nya perbaiki agar kami mudah menggunakan nya"
0,Kenapa ya saya download filternya tapi kenapa loading nya lama pas udh nggak loading malah nggak bisa pake filternya tolong dong ya yg buat aplikasi ig ini tolong di perbaiki saya kasih bintang satu dulu soalnya filternya nggak bisa di pake kalau sudah filternya bisa di pake baru saya kasih bintang lima Terimakasih
0,"Jadi susah kalo mau login, sekalinya bisa lama di coba berkali-kali. Tidak semudah sebelumnya login bisa dipakai 4 akun pun mudah masuk dan keluar. ""Ini bukan nama akun, coba periksa kembali nama akun anda blablabla"" atau abaikan selalu begitu"
0,Ig sekarang kalo mau masuk kok susah banget sih jadi gak suka deh. Tolong ya buat admin nya diperbaiki lagi soalnya mau masuk aja gak bisa bisa dan sudah banget selalu gak bisa
0,"banyak bug lah 1. tema sering berganti dari putih menjadi hitam, tulisan menjadi blur sulit terlihat. harus dihapus cache atau di close ulang aplikasi. begitu juga pas pakai tema hitam. 2jam bisa 3x. terjadi di 2 device hp saya oppo dan Xiaomi. 2. ketika membuka reels langsung di profil akun seseorang dari urutan kesekian dan melanjutkan ke video selanjutnya kenapa harus balik ke reels postingan terlama 3. buatkan fitur LAYAR BERSIH reels, nonton nyaman tanpa tombol like, komen dsb."
0,ig kenapa sih ig??? banyak bug. vidio foto yang pake lagu macet di coba di hp beda jug sama aja..
0,"Saya kecewa dengan instagram kali ini, saya dulunya bisa menggunakan instagram dan juga semua fiturnya dengan baik, tapi sekarang semuanya kacau. Sekarang saya tidak bisa lagi mengaksesnya terlebih lagi tidak bisa menginstalnya, saya bener"" kecewa. Apalagi instagram begitu penting untuk keperluan promosi karya tulisan saya. Tolong diperbaiki lagi!"
0,"Aneh banget Instagram masak iya story' yang jelas jelas udah di hapus bisa muncul lagi, padahal udah 3 hari buat story' tapi tetep ada kagak ilang ilang"
0,"Sebagai tambahan , filter ig banyak yang hilang. Biasanya masuk Ig tanpa data pun bisa, sekarang masuk tanpa data semua filter hilang begitu saja"
0,"Mohon maaf ya untuk deloper, untuk aplikasi instagram saya memberikan rating jelek untuk saat ini. Karena terjadi kesalahan saat login akun, padahal akun saya cuman satu. Tetapi saat saya mau membuat lagi muncul notifikasi terjadi kesalahan. Kalo bisa segera diperbaiki atas kendala ini"
0,"Ini instagram nya nge bug nya keterlaluan utk saya. Saya sudah coba berkali kali restart HP dan masih tidak bisa, iklan banyak muncul, video berhenti audio jalan. Pokoknya kalau sampai bintang satu, saya berikan ulasan yg sedikit menghina."
0,"Instagram lagi kenapa si udh seminggu g bisa ke buka"" padahal wifi dan data udh ok . Tolong buat instagram di tingkat kan lagi demi kenyamanan para pengguna"
0,"kacau banget ig sekarang, terlalu banyak bug. tampilan font di android jadi pecah-pecah dan ga nyaman dilihat. upload foto/video di sg jadi gepeng. upload lirik di sg juga gepeng. akun saya tidak bisa dibuka, harus konfirmasi ke email yang entah itu email siapa agar bisa login kembali. padahal di tampilan kontak ig saya, menunjukkan kalau itu email yang saya pegang. namun pengonfirmasian tidak masuk ke email tersebut, malah email lain. tolong perbaiki segera, kami tidak nyaman dengan ig sekarang"
0,"Instagram sering error, filternya sering ngebug. Makanya jgn terlalu terobsesi jadi sosmed paling ada smua. Dari Snapchat, facebook, tiktkok, pinterest, youtube, semua dah kalian ambil fiturnya. Hadehh malah kesannya ga ekslusif lagi. Kecewa sih instagram gak se asyik dulu lagi."
0,Akun saya tiba² di nonaktifkan . padahal saya hanya mengganti foto profil. baru kali ini. tiba2 logout dan di nonatifkan oleh pihak instagram tolong bantuannya . akun saya sangat penting bagi saya untuk bekerja.
0,"Setelah di upgrade banyak bug, videonya loading mulu padahal kuota masih banyak sinyal kenceng, tolong di perbaiki lagi terimakasih"
0,"Sekarang ig susah banget memulihkan akun, Dulu ada banyak cara, sekarang cuma 1 aja yaitu dengan memasukan kata sandi lama. Terus, bagaimana kalau saya lupa? Tolong pihak Instagram untuk memperbanyak cara untuk memulihkan akun, sekarang saya tidak bisa memulihkan akun saya, karena lupa password"
0,"apknya sdh 2 hari ngebug, followers yg mengikuti dan tidak mengikuti kembali stuck di angka tsb, tdk naik tdk turun. Apakah error dari pihak kalian? Bug bgt gblk, tautan gk bisa d hps"
0,Tiap mau memasukkan musik di instastory kenapa lagu ngga ada yg muncul? Padahal sinyal full dan memory hp pun nggak bermasalah. Sudah bolak balik log out dan uninstal tetep aja nggak bisa muncul lagunya
0,"Untuk sekarang bintang 1 dlu, soalnya masih banyak bug-nya, pas dlu gak banyak bug-nya, setelah di update kenapa jadi banyak bug-nya coba, pas filter di tambah ke kamera, pas di cek gak ada filter nya, bug-nya gitu Mulu jadi males tolong di perbaiki lagi ya supaya di kurangi bug-nya, supaya banyak yang download aplikasi ini juga, hanya itu saja yang ingin saya sampaikan terimakasih 🙏🏻🙏🏻, *jangan lupa di perbaiki👍🏻"
0,"setelah update tidak bisa masuk ke ig, setelah bisa masuk cuman loading doang, tolong di perbaiki!!!! 45u"
0,"Setelah di up masa nggak bisa login ke akun sih,mana katanya nama pengguna yang kamu masukkan sepertinya bukan nama akun padahal nama akun sama kata sandinya udah bener!!!mana kadang bikin SG g bisa masuk ke arsip lagi,kenal dengan Ig sekarang!!! Kecewa banget!!!"
0,"tolong perbaiki bug, sebelum di update sudah bug kukira karena harus di update tapi ternyata sama saja tolong di perbaiki lagi"
0,"hbis di update malah ga bisa di buka, pas mau login semua nya jdi putih ga ada apa apa, mau login jdinga ga bisa udh hampir 1 minggu gaada buka ig gara gara ngebug kaya gini udh coba smua cara tetap ga bisa, tolong di perbaiki lgi ya"
0,Menyebalkan banget kenapa instagram gak bisa log in terus selalu aja error tolong dong percuma udah di update juga semua file udah dibersihkan tetap aja masih gak bisa log in
0,"Makin ke sini apk makin gak jelas. Masa gak bisa bikin story yang ada di explore. Cuma bisa share yang sudah di follow. Tolong di perbaiki, kalau kayak gini bakal banyak yang kecewa."
0,"Ig sekarang kenapa si? Sering bgt musik yg di highlight tiba tiba gada suara nya, foto jadi Burem jelek gitu, ini harus diperbaiki si ternyata banyak bgt yang komplain tentang hal serupa"
0,Saya suka dengan apk ini tetapi apk ini sering sekali memilik bug dan tidak bisa memakai 2 filter ketika saya sudah update tolong di perbaiki lagi ya 🙏🏻😐
0,"ini instagram baru kenapa si kok di akun saya tidak bisa memuat kabar beranda, tidak bisa melihat following dan follower orang, tidak bisa edit profil dan tidak bisa melaporkan masalah ke instagram. maaf sementara aku kasih bintang satu dulu"
0,"Setelah di update fitur nya bagus tapi setelah saya mendownload efek-efek nya kenapa sangat lama untuk di unduh, padahal jaringan nya bagus tapi kok lama banget"
0,Semenjak ada perubahan (update) INSTRAGRAM mulai tidak bersahabat diantaranya banyak sekali kendala dan bug contohnya di timeline yang sering menampilkan account yang tidak pernah kita follow ataupun dicari malah muncul sendiri termasuk iklan yang terlalu sering muncul di story dan beberapa bug nya ialah ketika kita sedang login malah terkadang ada kendala seperti kembali lagi ke menu biasa. Tolong pihak developer bisa memperbaiki kendala tersebut. #instragramgaseasikdulu!
0,"Aplikasi terhenti..padahal sudah versi terbaru,sudah uninstall pasang ulang tetap tidak bisa gunakan,sudah lapor kirim email.mohon di bantu.terima kasih"
0,"filter nyaaa kenapa g bisa dipakai minn,padahal jaringan saya bagus loh gak ngelag sama sekali terus saya udah coba berkali-kali tetep aja gagal tolong dong min dibenerin lagi!!!!!!!!!"
0,Setelah di update malah makin jelek sih .. tiap posting foto lebih dari 1 hasil fotonya jadi buram dan tidak bagussss
0,Mau upload video di postingan masih susah banget. Masa udah atur videonya jadi full layar 1980 720 malah berubah jadi kotak pas masuk di filter. kan jadi gak bisa liat hal-hal yg penting.
0,"Makin di update makin banyak bug nya. Mulai dari jumlah postingan tidak sesuai dgn yg di feed, terus jumlah yg diikuti tidak bertambah atau berkurang seperti jumlah sebenarnya"
0,"bug terus setiap update, sekarang bugnya akun saya tidak bisa menggunakan live. dan saat membuat story polling, pertanyaan, love meter, dll tidak bisa ditanggapi penonton story saya padahal sudah 3 kali melaporkan... trimakasih"
0,"Saya boleh ngasih saran? Setelah di update kok followers sya ga bertambah, pdhl byk bnget yg folow tpi angkanya masih tetap disitu aja, ga berubah. Blm nemu solusinya udh di hps change udh jg di uninstal trs istal lg tpi masih tetap sama. Udah satu minggu kayak gini ga ada perubahan. MOHON DIPERBAIKI YA"
0,"Hai.....maaf sebelumnya nya saya kasih bintang 2 krna Instagram di hp saya sanget ngeleg dan jika ingin ber foto itu efek nya tidak bisa ada tulisan nya""tidak bisa memuat efek"" itu gmana ya? tolong di perbaiki"
0,"Update nya buruk, mau ganti kata sandi terus harus kirim lewat tautan email, nah pas udh klik kirim tautan ke email, malah gk muncul tautannya di email, please perbaiki secepatnya!!!"
0,Saya tidak tertarik sama Instagram ini..... Dulu sih gue suka banget sama aplikasi Instagram...... Tapi sekarang gue sih ogghahhh.... Soalnya pas gue makek efeknya tuu gak bisa ..... Soal jaringan lancar saya Sampek beli voucher lohh karna gue gak bisa memuat efek........😑😑😑😑😑
0,"Instagram ayolah mudahkan para pengguna untuk menyimpan video story yg ada musik nya, ayo bikin fitur musik video story nya tersimpan juga huuu"
0,"Gbisa di buka layar nya selalu putih , terus pas di update malah update lagi berulang kali sampai habis paketan ku cuma gara gara update ig ini yang gtw sampai kapan update nya Ini tolong di perbaiki permasalahan nya dlv. Kmren nih apk baik baik ajh setelah ada update terbaru nah di situ awal permulaan masalah nya , pas di buka layar nya putih terus , udh update masih ajh update lagi gk selesai"" , ini buat kalian yang mau download mending JANGAN DOWNLOAD dulu sampai permasalahan nya selesai"
0,Kenapa saya kasih bintang 1 karena pas saya ingin mendownload itu tidak bisa padahal memori HP saya masih banyak+kalo mau foto juga kenapa tombol kembali nya tidak bisa digunakan padahal HP saya baik² saja tidak ada masalah+kalo kau buka ig tuh ya harus ngelek(lemot) padahal saya pakai wifi dan sinyalnya 4G???? Sama pas menginstal itu lama banget
0,Kembaliin Instagram yang dulu yang bikin story gak masuk ke reel terus time line cukup orang yang kita follow doang tanpa ada postingan orang dari luar apalagi yang gak kita follow. #RipInstagram
0,"Instagram gak seasyik dulu. Banyak bug-nya. Video macet tapi audio jalan, audio yang disave mesti dicari lagi, reels muncul di mana-mana, posting foto yang agak gelap di story malah berubah jadi hitam. Hhhh. Udah banyak yang komplain loh, masih begini. Jangan sampe ya, bintangnya turun ke 1 baru mau diperbaiki."
0,"Instagram setelah di update menjadi bug dan aneh, saya upload story pake caption, tapi caption nya malah jadi putih, aneh. Seharusnya jika sudah di update jauh lebih baik lagi tapi ternyata tidak. Kecewa bgt"
0,"kok setelah di update jadi banyak bug ya dm saya gaada pesan sama sekali malah muncul tanda bahwa ada pesan, padahal semua pesan sudah saya baca"
0,"apk nya makin di update makin bug, makin eror, beberapa igs yg pake music suka nge freeze. beberapa lagu di ig music ga ada liriknya, kalo lgi nonton reels juga sering bug. tolong benerin ky dulu lgi pls :((((("
0,"makin update makin buruk,masa akun saya tidak bisa live sendirian,harus numpang live sama temen,tolong perbaiki bug nya pihak instagram aaya cape ga bisa live kek gini MINTA TOLONG DIPERBAIKI!!!"
0,"Ini dari 2 minggu lalu instagram ku terhapus lalu ngga bisa login lagi. tolong di perbaiki lagi, saya coba login ada kesalahan terus menerus, sudah saya coba berkali-kali tapi tetap saja ngga bisa. Dan tolong di perbaiki secepatnya"
0,"Setelah di-update efek yang didownload ga bisa dipake disuru download ulang dan ga bisa muat efek,udah coba buat hapus data ttp ga bisa padahal sinyal bagus penyimpanan masih byk,kecewa banget sihh:("
0,Woii ini dah ada fitur rekam video sampe 1mnit? Tapi knapa di detik 30 mpek 60 dtk ngelag? Rekam nya ngebug gitu njir.. Plisslah IG tolong😭 jangan minus terus.. Trs juga ini napa ga muncul efek ig nya seh diupdate barusan lho 😭😭 .. Kok dipencet ga ngefek😭😡😤
0,"Terlalu banyak iklan, sponsored post, post sugestions, kadang kita gak butuh itu, kalo kita mau lihat kita kan bisa klik di fitur search, dulu gak gitu² amat ramenya, sekarang postingan followers ampir gak keliatan, melulu postingan orang yang gak kita kenal penuh di timeline.. mohon perhatiannya"
0,"Ada yg nyadar gak sih kok punya gw klo posting foto HD klo di ig resolusinya jadi rendah setelah diposting padahal kmaren maren gak kayak gitu, gw baru liat tadi pas mau mosting foto HD di ig malah jadi burem gtu, apa cuman punya gw doank? Tolong yg bikin ig di cek asli bingung bgt. Gw udah beberapa kali posting tetep gitu akhirnya gw hapus lagi. Jgn kan foto video reels juga gitu."
0,"Aku kasi 2 dulu, karna aku uda update ke versi terbaru. Tapi pas aku mau sinkronkan ke aplikasi lain muncul pop up ig anda usang mohon di update. Itu ajaaa yang muncul. Padahal sudah di update. 🙄"
